Input_Size,Time_ms
32,0.813892
64,0.377475
128,0.323291
256,0.328918
512,0.371871
1024,0.355834
2048,0.399686
4096,0.366147
8192,0.444991
16384,0.595015
32768,0.842165
65536,1.12656
131072,1.89245
262144,4.31428
524288,8.38482
1048576,26.6048
2097152,64.7449
4194304,145.582
8388608,300.022
16777216,638.513
33554432,1333.28
