Input_Size,Time_ms
32,0.010997
64,0.00199
128,0.003755
256,0.007266
512,0.014694
1024,0.03285
2048,0.076268
4096,0.147757
8192,0.324351
16384,0.727194
32768,1.71755
65536,2.48678
131072,4.21892
262144,8.88698
524288,20.0271
1048576,61.6581
2097152,141.617
4194304,307.985
8388608,642.509
16777216,1346.7
33554432,2784.31
